Project Number,Sector,Province,Name,Amount
79427,SPORTS,KWAZULU-NATAL,Tshekhulu Primary,300000.0
61052,SPORTS,KWAZULU-NATAL,Greytown Country Club,200000.0
78491,SPORTS,KWAZULU-NATAL,Masakhane High School,255000.0
80218,SPORTS,KWAZULU-NATAL,Vumelani Primary School,297975.5
78277,SPORTS,KWAZULU-NATAL,Ivukayibambe Primary School,296090.0
78403,SPORTS,KWAZULU-NATAL,Banzana High School,293616.25
78790,SPORTS,KWAZULU-NATAL,Kwagwebu Primary School,296540.0
80534,SPORTS,KWAZULU-NATAL,Ezifundeni High School,300000.0
62723,SPORTS,KWAZULU-NATAL,Zombizwe Secondary School,100000.0
63407,SPORTS,KWAZULU-NATAL,St. Benedict School,100000.0
75544,SPORTS,KWAZULU-NATAL,Ukusakwabasha Primary School,300000.0
78579,SPORTS,KWAZULU-NATAL,Hopewell Primary School,300000.0
64505,SPORTS,KWAZULU-NATAL,Kwa-Zulu Natal Baseball Association,1000000.0
76180,SPORTS,KWAZULU-NATAL,Ugu Primary School,293517.63
78310,SPORTS,KWAZULU-NATAL,Sigodo Primary School,296340.0
62734,SPORTS,KWAZULU-NATAL,Cezwana Primary School,99200.0
76531,SPORTS,KWAZULU-NATAL,Golozela Secondary School,300000.0
77176,SPORTS,KWAZULU-NATAL,Mtuba Primary School,294450.0
78810,SPORTS,KWAZULU-NATAL,Stanger Training Centre,299818.0
63397,SPORTS,KWAZULU-NATAL,Villa Park Football Club,200000.0
76589,SPORTS,KWAZULU-NATAL,Osuthu Primary School,297000.0
78308,SPORTS,KWAZULU-NATAL,Njikini Secondary School,293700.0
78724,SPORTS,KWAZULU-NATAL,Luvisi Primary School,299984.0
78781,SPORTS,KWAZULU-NATAL,Gubazi Primary School,296340.0
98591,SPORTS,KWAZULU-NATAL,Mhlumba Public School,300000.0
78584,SPORTS,KWAZULU-NATAL,Thornville State Aided Primary School,300000.0
98198,SPORTS,KWAZULU-NATAL,Dewetsdorp Bowling Club,200000.0
100862,SPORTS,KWAZULU-NATAL,Midlands Tennis Association,39994.5
78547,SPORTS,KWAZULU-NATAL,Richards Bay Bowls Club,50000.0
98244,SPORTS,KWAZULU-NATAL,Safa Amajuba,100000.0
98645,SPORTS,KWAZULU-NATAL,Phambili Ngentuthuko Community Development,50096.5
98940,SPORTS,KWAZULU-NATAL,Beavers Aquatic  Club,190040.0
101294,SPORTS,KWAZULU-NATAL,Kwazulu Natal Sports Association For Physically Disabled,1000000.0
100831,SPORTS,KWAZULU-NATAL,Noyolo Table Tennis Club,75000.0
73841,ARTS,LIMPOPO,Phafogang Community Home Base Care,192336.0
74731,ARTS,LIMPOPO,Ga - Mokaba Reading Room,179999.92
73832,ARTS,LIMPOPO,Ikholofeleng Service Club,149982.0
73214,ARTS,LIMPOPO,Mpopuleng Centre For The Mentally Handicapped,150000.0
74752,ARTS,LIMPOPO,Pholosho Care Centre,255819.0
74030,ARTS,LIMPOPO,The Best Art Centre,349000.0
73334,ARTS,LIMPOPO,Sekgosese Jewellery School,380000.0
73887,ARTS,LIMPOPO,Daktari Wildlife Orphanage Sa,380000.0
74900,ARTS,LIMPOPO,Moletsi Community Media,380000.0
43769,ARTS,LIMPOPO,Neotha Arts And Culture,145800.0
74892,ARTS,LIMPOPO,Horizon Thusanang,396380.0
91741,ARTS,LIMPOPO,Matsila Community Development Trust,315000.0
73682,ARTS,LIMPOPO,Maja-Chuene Unemployed Rural Association,869796.0
74133,ARTS,LIMPOPO,Village Tourism Trust,4347019.74
56343,ARTS,LIMPOPO,Nhluvuko Child Care Centre,8037.4
46179,ARTS,LIMPOPO,Ramakhuma Primary School,26224.0
92019,ARTS,LIMPOPO,The Best Art Centre,1880000.0
56315,ARTS,LIMPOPO,Elim Care Group Project,200000.0
73289,ARTS,LIMPOPO,Human Resource And Social Information Centre (Huresic),364326.0
73148,ARTS,LIMPOPO,Vhalondoti Cultural Clan,1816361.41
73296,ARTS,LIMPOPO,Maselesele Primary School,100000.0
73414,ARTS,LIMPOPO,Ipelegeng Educare Centre,100000.0
72763,ARTS,LIMPOPO,Seda Limpopo Lewellery Incubator,360000.0
73759,ARTS,LIMPOPO,Vuyani Home Based Care & Dot Supporters,300000.0
74856,ARTS,LIMPOPO,Elim Care Group Project,450000.0
55114,ARTS,LIMPOPO,Global White Lion Protection Trust,87341.0
73745,ARTS,LIMPOPO,The Bambanani Early Learning Outreach Trust,760000.0
73147,ARTS,LIMPOPO,Little Bedfordview Primary School,199626.79
73400,ARTS,LIMPOPO,Get Down Productions,3160000.0
59053,ARTS,LIMPOPO,Families South Africa Limpopo,293047.35
73290,ARTS,LIMPOPO,Medingen Primary School,200000.0
73070,ARTS,LIMPOPO,Life Orientation Home Base Care,599520.0
72679,ARTS,LIMPOPO,Rivoni Society For The Blind,760000.0
74899,ARTS,LIMPOPO,Thukakgaladi Integrated Development Project,300000.0
73747,ARTS,LIMPOPO,Tafelkop Lesedi Home Based Care,280000.0
73252,ARTS,LIMPOPO,Lenkwane La Maphiri Drop In Centre,1000000.0
74221,ARTS,LIMPOPO,Limbedzi Secondary School,200000.0
74698,ARTS,LIMPOPO,Phatlaphadima Special School,40000.0
73846,ARTS,LIMPOPO,Ntsodi Bambo Primary School,110100.0
73302,ARTS,LIMPOPO,Emahnadis Day Care Centre & Community  Development Project,181915.76
73831,ARTS,LIMPOPO,Vongani Child And Youth Care Development,760000.0
73839,ARTS,LIMPOPO,"South African National Association Of The Blind & Partially Sighted
Persons",749983.0
74217,ARTS,LIMPOPO,Azwifarwi Secondary School,294600.0
74724,ARTS,LIMPOPO,Modulathoko Garden And Poultry Project,360000.0
74719,ARTS,LIMPOPO,Kopanang Youth Club,270000.0
74795,ARTS,LIMPOPO,Tjiane Drop In Centre,439998.4
72907,ARTS,LIMPOPO,Valoyi Traditional Authority Trust,524000.0
73203,ARTS,LIMPOPO,Eightysix Manka,360000.0
73969,ARTS,LIMPOPO,Global White Lion Protection Trust,1600000.0
74950,ARTS,LIMPOPO,Mamaolo Community Creche,194000.0
74862,ARTS,LIMPOPO,Ngwanamphahlele Primary School,100000.0
74864,ARTS,LIMPOPO,Ngwanamphahlele Primary School,99820.0
74907,ARTS,LIMPOPO,Jack Morare Primary School,914591.0
73307,ARTS,LIMPOPO,Shamiriri Combined School,199999.2
103543,ARTS,LIMPOPO,Matangari Home Of Relief Centre,5000000.0
92019,ARTS,LIMPOPO,The Best Art Centre,470000.0
74891,ARTS,LIMPOPO,Golang-Kulani Early Learning Centre,475000.0
73374,ARTS,LIMPOPO,Ndlandlamuka Institute For Sustainable Development,904564.0
92144,ARTS,LIMPOPO,Thandululo Counselling Organisation,313331.0
73763,ARTS,LIMPOPO,Southern Africa Wildlife College,570000.0
73880,ARTS,LIMPOPO,University Of Venda,1600000.0
73796,ARTS,LIMPOPO,Mbidzo Development Programme,800000.0
74792,ARTS,LIMPOPO,Haenertsburg Development Foundation,943908.68
73771,ARTS,LIMPOPO,The Best Art Centre,500000.0
74113,ARTS,LIMPOPO,Fuyatha Primary School,100000.0
104233,ARTS,LIMPOPO,Ngoma People Theatre,2464000.0
91754,ARTS,LIMPOPO,Lapalala Wilderness School,130000.0
92010,ARTS,LIMPOPO,Nyavhumbwa Wa Dagaila Cultural Village,220000.0
74894,ARTS,LIMPOPO,Hlatlaganya Drop-In Centre,400000.0
91851,ARTS,LIMPOPO,Unique Youth Development Project,141000.0
84729,MISCELLANEOUS,LIMPOPO,Mangomani Primary School,151000.0
81582,MISCELLANEOUS,LIMPOPO,Mufulwi Primary School,211220.0
103385,MISCELLANEOUS,LIMPOPO,V.p Manthata Secondary School,400000.0
75457,MISCELLANEOUS,LIMPOPO,Mbidzo Development Programme,1800000.0
84724,MISCELLANEOUS,LIMPOPO,Madadzhi Primary School,150000.0
103617,MISCELLANEOUS,LIMPOPO,Ransthu Primary School,676249.0
103255,SPORTS,LIMPOPO,Bambanani Community Development Organisation,8000000.0
60846,SPORTS,LIMPOPO,Tshivhase Secondary School,100000.0
64816,SPORTS,LIMPOPO,Poo Secondary School,100000.0
75667,SPORTS,LIMPOPO,Mulweli Primary School,240000.0
76055,SPORTS,LIMPOPO,Nkanyani Primary School,300000.07
76128,SPORTS,LIMPOPO,Dingamazi Primary School,299276.82
76752,SPORTS,LIMPOPO,Gija Primary School,286514.0
76872,SPORTS,LIMPOPO,Maguada Primary School,300000.0
77542,SPORTS,LIMPOPO,Sedibeng Secondary School,294196.1
77629,SPORTS,LIMPOPO,Khabele Primary School,297799.4
78053,SPORTS,LIMPOPO,Matome Primary School,50000.0
78083,SPORTS,LIMPOPO,Dithabaneng Primary School,50000.0
78096,SPORTS,LIMPOPO,Mautswi Primary School,250000.0
79366,SPORTS,LIMPOPO,Ramaaahlo Primary School,294390.0
79415,SPORTS,LIMPOPO,Molalana Primary School,300000.0
77380,SPORTS,LIMPOPO,Mafene Primary School,291310.0
77430,SPORTS,LIMPOPO,Maretele Secondary School,299660.0
78962,SPORTS,LIMPOPO,Khwezu Primary School,299930.0
76056,SPORTS,LIMPOPO,Xilumani Primary School,300000.0
77963,SPORTS,LIMPOPO,Nkokoane Primary School,300000.0
47837,SPORTS,LIMPOPO,Tumedi Primary School,195000.0
75836,SPORTS,LIMPOPO,Segooa-Kgala L.p School,296458.0
75921,SPORTS,LIMPOPO,Ed Davidson Primary School,300000.0
76069,SPORTS,LIMPOPO,Ntshiba Secondary School,300000.0
77425,SPORTS,LIMPOPO,Masiza High School,305992.66
77466,SPORTS,LIMPOPO,Mamagola Primary School,295000.0
77544,SPORTS,LIMPOPO,Shai Primary School,300000.0
77562,SPORTS,LIMPOPO,Sepanya Primary School,272260.0
77565,SPORTS,LIMPOPO,Benson Shiviti Primary School,300036.0
77599,SPORTS,LIMPOPO,Ditlotswane Primary School,48020.85
77608,SPORTS,LIMPOPO,Maremisha High School,299600.0
77645,SPORTS,LIMPOPO,Thomo Primary School,300000.0
77663,SPORTS,LIMPOPO,Mmatlala Primary School,295000.0
78038,SPORTS,LIMPOPO,Masindi Primary School,281100.0
78092,SPORTS,LIMPOPO,Risinga Secondary School,300000.0
78099,SPORTS,LIMPOPO,Magomani Primary School,299798.25
79567,SPORTS,LIMPOPO,Ngwakwana Secondary School,300000.0
80152,SPORTS,LIMPOPO,Lupedze Primary School,298835.0
80181,SPORTS,LIMPOPO,Maleboho High School,50000.0
76296,SPORTS,LIMPOPO,Mokgalabe Primary School,300000.0
77319,SPORTS,LIMPOPO,Sefufule Primary School,285313.17
77644,SPORTS,LIMPOPO,Gareagopola Prmary School,300000.0
78681,SPORTS,LIMPOPO,Swike Primary School,231546.8
38240,SPORTS,LIMPOPO,Burgwal Primary School,200000.0
76114,SPORTS,LIMPOPO,Mzilela Primary School,295633.48
77200,SPORTS,LIMPOPO,A -Phepa Primary School,300000.0
77596,SPORTS,LIMPOPO,Sebjaneng Primary School,300000.0
77972,SPORTS,LIMPOPO,Thabantsho Primary School,50000.0
78020,SPORTS,LIMPOPO,Makwarela Primary School,300000.0
79250,SPORTS,LIMPOPO,Makgane Primary School,299988.0
62033,SPORTS,LIMPOPO,Nzwelule Primary School,100000.0
75858,SPORTS,LIMPOPO,Kremetart Cycling,82800.0
77520,SPORTS,LIMPOPO,Mabusela Primary School,299699.45
77574,SPORTS,LIMPOPO,Bjatladi High School,295100.0
77639,SPORTS,LIMPOPO,Makopi Secondary School,288695.0
78089,SPORTS,LIMPOPO,Nong Modikwa Primary School,300000.0
78462,SPORTS,LIMPOPO,Ratanang Special School,227526.0
78498,SPORTS,LIMPOPO,Pheeha Primary School,300996.0
79581,SPORTS,LIMPOPO,Kalakeng Primary School,300000.0
75892,SPORTS,LIMPOPO,Nxanguyintshwa Primary School,300000.0
77433,SPORTS,LIMPOPO,Ntjie Secondary School,293351.0
77515,SPORTS,LIMPOPO,Tshidimbini Secondary School,296400.0
77546,SPORTS,LIMPOPO,Zama-1 Primary School,45627.93
77643,SPORTS,LIMPOPO,Abiot Kolobe Primary School,299996.5
77948,SPORTS,LIMPOPO,Ngwanamakhutswe Secondary School,299995.0
77987,SPORTS,LIMPOPO,Mashupje Secondary School,300513.0
78548,SPORTS,LIMPOPO,Mariphu Primary School,50000.0
61628,SPORTS,LIMPOPO,Kobjaname Primary School,50000.0
77233,SPORTS,LIMPOPO,Sepeke Primary School,298595.2
77266,SPORTS,LIMPOPO,Phephene Lower And Higher School,300370.43
77292,SPORTS,LIMPOPO,Sekgopo Primary School,300596.32
78549,SPORTS,LIMPOPO,Ralehumane Combined School,299998.35
79187,SPORTS,LIMPOPO,Alfred Nngwedzeni High School,298104.0
46438,SPORTS,LIMPOPO,Mufeba Primary School,456359.0
47823,SPORTS,LIMPOPO,Ntwanano Primary School,236715.0
75305,SPORTS,LIMPOPO,Vhembe Health & Fitness Centre,2500000.0
75602,SPORTS,LIMPOPO,Tubatse Mighty Aces Football Club Academy,147530.76
76046,SPORTS,LIMPOPO,Makhuma Public School,298900.0
79573,SPORTS,LIMPOPO,Mantshabe Primary School,50075.0
77475,SPORTS,LIMPOPO,Maphotle Primary School,150000.0
77524,SPORTS,LIMPOPO,Mashigoana Primary School,297020.0
78434,SPORTS,LIMPOPO,Mafetatsubela Primary School,229224.0
79475,SPORTS,LIMPOPO,Letolwane Primary School,234320.0
64139,SPORTS,LIMPOPO,Begwa Tshitumbe Primary School,100000.0
78080,SPORTS,LIMPOPO,Masungulo Primary School,240000.0
78085,SPORTS,LIMPOPO,Tshiluvhi Primary School,298090.0
80137,SPORTS,LIMPOPO,Mapeloana Sec School,261928.18
79212,SPORTS,LIMPOPO,Mantimo Primary School,300000.0
79863,SPORTS,LIMPOPO,Shupeng Primary School,300000.0
78042,SPORTS,LIMPOPO,Molemo Primary School,300000.0
78680,SPORTS,LIMPOPO,Mohumi High School Sports Facilities,299303.0
78696,SPORTS,LIMPOPO,Bele Primary School,300000.0
47834,SPORTS,LIMPOPO,Phooko Primary School,66610.6
64971,SPORTS,LIMPOPO,Giyani High School,94838.0
77128,SPORTS,LIMPOPO,Ranong Primary School,300000.0
64982,SPORTS,LIMPOPO,Ngwanamphahlele Primary School,100000.0
77404,SPORTS,LIMPOPO,Huelereng Primary School,295000.0
77682,SPORTS,LIMPOPO,Dovhoni Primary School,300000.0
79180,SPORTS,LIMPOPO,Tiyani Secondary School,300550.48
80227,SPORTS,LIMPOPO,Nomaganga Primary School,300000.0
80125,SPORTS,LIMPOPO,Nkgonyeletse Senior Sec School,299670.0
78098,SPORTS,LIMPOPO,Magukubjane Secondary School,298403.75
78288,SPORTS,LIMPOPO,Pitseng Ya Thuto Primary School,300000.0
77997,SPORTS,LIMPOPO,Diphala Primary School,300000.0
60980,SPORTS,LIMPOPO,Mokutupi Primary School,47975.0
77132,SPORTS,LIMPOPO,Katang Primary School,300000.0
78744,SPORTS,LIMPOPO,Maale Primary School,260000.0
78759,SPORTS,LIMPOPO,Makhwese Secondary School,299912.69
79170,SPORTS,LIMPOPO,Tshilwavhusiku Junior Primary School,233422.26
79222,SPORTS,LIMPOPO,Zava High School,299019.5
79578,SPORTS,LIMPOPO,Madzikuse Combined Primary School,298220.0
77255,SPORTS,LIMPOPO,Mauloko Primary School,299992.06
77630,SPORTS,LIMPOPO,Godwin Masibe Primary School,299498.0
77942,SPORTS,LIMPOPO,Tefu Primary School,50000.0
78010,SPORTS,LIMPOPO,Maremele Primary School,300000.0
78079,SPORTS,LIMPOPO,Limbedzi Secondary School,240000.0
78087,SPORTS,LIMPOPO,Titirheleni Primary School,250000.0
78088,SPORTS,LIMPOPO,Shihlobyeni Primary School,280000.0
78090,SPORTS,LIMPOPO,Makhaka Senior Secondary School,299999.32
78281,SPORTS,LIMPOPO,Ramalapa Primary School,295000.0
78575,SPORTS,LIMPOPO,Maune Primary School,300000.0
78653,SPORTS,LIMPOPO,Matolo Khalo Primary School,299990.0
80278,SPORTS,LIMPOPO,Rathaga Primary School,300000.0
78094,SPORTS,LIMPOPO,Sekakate Primary School,265447.01
76340,SPORTS,LIMPOPO,Mashakadzi Primary School,250000.0
77649,SPORTS,LIMPOPO,Mutle Primary School,50000.0
75564,SPORTS,LIMPOPO,Mphage Secondary School,300000.0
77167,SPORTS,LIMPOPO,Mpheni Primary School,300986.0
77507,SPORTS,LIMPOPO,Motshana Primary School,300000.0
77621,SPORTS,LIMPOPO,Charlie Rhangani Primary School,298310.0
79305,SPORTS,LIMPOPO,Poguti Maribulla Primary School,44874.0
63968,SPORTS,LIMPOPO,Maholoni Primary School,100000.0
64899,SPORTS,LIMPOPO,Ikageng Primary School,100000.0
77203,SPORTS,LIMPOPO,Lekgwareng Primary School,299978.6
78056,SPORTS,LIMPOPO,Kgalatlou Secondary School,298530.0
78278,SPORTS,LIMPOPO,Ngwanalaka Secondary School,297899.5
79106,SPORTS,LIMPOPO,Segoreng Primary School,300000.0
84160,SPORTS,LIMPOPO,Maneeng Primary School,50082.0
62684,SPORTS,LIMPOPO,Babinatlou Primary School,50092.82
62755,SPORTS,LIMPOPO,Kolofane Secondary School,100000.0
77675,SPORTS,LIMPOPO,Mookgophong Primary School,299999.45
78013,SPORTS,LIMPOPO,Tshiawelo Primary School,301229.0
78093,SPORTS,LIMPOPO,Mashosho Primary School,300000.0
78463,SPORTS,LIMPOPO,Tutwana Primary School,274592.0
78755,SPORTS,LIMPOPO,Moriting Primary School,300000.0
79121,SPORTS,LIMPOPO,Mashile Primary School,50000.0
79412,SPORTS,LIMPOPO,Aurora Primary School,299699.45
79570,SPORTS,LIMPOPO,Moukangoe High School,50000.0
62652,SPORTS,LIMPOPO,Tadimane Secondary School,50003.0
62679,SPORTS,LIMPOPO,Onismus Mogafe Primary School,50008.17
62766,SPORTS,LIMPOPO,Nyakhoroana Combined School,50082.14
63919,SPORTS,LIMPOPO,Matatadibeng Primary School,49344.99
64907,SPORTS,LIMPOPO,Moroathebe Primary School,78000.0
75925,SPORTS,LIMPOPO,Mahlasedi Primary School,300000.0
77482,SPORTS,LIMPOPO,Ratanang Secondary School,183943.0
77587,SPORTS,LIMPOPO,Madikana Primary School,50000.0
77668,SPORTS,LIMPOPO,Tshifhumulo Primary School,300000.0
77962,SPORTS,LIMPOPO,Madietane Primary School,50750.0
77982,SPORTS,LIMPOPO,Tshadzume Primary School,280000.0
78263,SPORTS,LIMPOPO,Matanta High School,274427.0
78493,SPORTS,LIMPOPO,Leleni Primary School,299994.5
78511,SPORTS,LIMPOPO,Radira High School,49300.0
80193,SPORTS,LIMPOPO,Kgotsoro Primary School,300000.0
77221,SPORTS,LIMPOPO,Supatsela Primary School,299090.02
77450,SPORTS,LIMPOPO,Tetema Senior Secondary School,300058.9
77467,SPORTS,LIMPOPO,Onismus Mogafe Primary School,292855.0
78545,SPORTS,LIMPOPO,Morwaswi Secondary School,225246.5
78634,SPORTS,LIMPOPO,Maatla Primary School,300256.0
79181,SPORTS,LIMPOPO,Allergraine Primary School,299948.79
79303,SPORTS,LIMPOPO,Masago Primary School,300000.0
80142,SPORTS,LIMPOPO,Leshishiki Senior Secondary,300000.0
62620,SPORTS,LIMPOPO,Kaitswe Combined School,50000.0
77427,SPORTS,LIMPOPO,Mogalatsana Primary School,300000.0
77965,SPORTS,LIMPOPO,Tshikambe Primary School,300000.0
62685,SPORTS,LIMPOPO,Ngwato-A-Mphela Secondary School,50060.24
77374,SPORTS,LIMPOPO,Kopanong Primary School,300000.0
77420,SPORTS,LIMPOPO,Vaaltyn Junior Primary School,298025.0
77545,SPORTS,LIMPOPO,Mmadikana Secondary School,300000.0
77606,SPORTS,LIMPOPO,Kgolodi Secondary School,123062.0
78651,SPORTS,LIMPOPO,Serobaneng Primary School,300000.0
78740,SPORTS,LIMPOPO,Monokwe High School,299998.6
79145,SPORTS,LIMPOPO,Makobateng Secondary School,300000.0
79178,SPORTS,LIMPOPO,Lechaba Primary School,50000.0
62617,SPORTS,LIMPOPO,Nala Secondary School,46888.58
75737,SPORTS,LIMPOPO,Nkandziyi Primary School,300000.0
76770,SPORTS,LIMPOPO,Thomas Ntshavheni Primary School,300000.0
76939,SPORTS,LIMPOPO,Masoganeng Primary School,300000.0
77207,SPORTS,LIMPOPO,Mokgwathi Primary School,299997.0
77296,SPORTS,LIMPOPO,Moime Primary School,299699.0
77400,SPORTS,LIMPOPO,Mookamedi Secondary School,49700.0
77448,SPORTS,LIMPOPO,Mehleketo Primary School,300000.0
77602,SPORTS,LIMPOPO,Batau Secondary School,300000.0
77636,SPORTS,LIMPOPO,Mpandeli Secondary School,300000.0
77659,SPORTS,LIMPOPO,Mushi Primary School,299999.45
77970,SPORTS,LIMPOPO,Riba Primary School,294000.0
78422,SPORTS,LIMPOPO,Alldays Combined School,296710.0
79325,SPORTS,LIMPOPO,Cm Sehlapelo Primary School,293580.0
79481,SPORTS,LIMPOPO,Morethushe Primary School,277974.48
77603,SPORTS,LIMPOPO,Mashamaite Secondary School,300053.99
62983,SPORTS,LIMPOPO,Manchimudi Primary School,85000.0
64896,SPORTS,LIMPOPO,Mponegele Primary School,74199.97
75826,SPORTS,LIMPOPO,Moila Secondary School,49515.1
77995,SPORTS,LIMPOPO,Petanenge Secondary School,299775.0
78001,SPORTS,LIMPOPO,Bopanang Primary School,293728.0
78028,SPORTS,LIMPOPO,Kgati Ya Moshate Secondary School,272845.59
78514,SPORTS,LIMPOPO,Modipe Secondary School,293792.0
78538,SPORTS,LIMPOPO,Legoleng Primary School,300364.0
78628,SPORTS,LIMPOPO,Gauta Jonathan Primary School,300000.0
78704,SPORTS,LIMPOPO,Papong Primary School,50000.0
79156,SPORTS,LIMPOPO,Motsepe Primary School,300000.0
79196,SPORTS,LIMPOPO,Munzhedzi Primary School,300000.0
79197,SPORTS,LIMPOPO,Shura Primary School,300000.0
79199,SPORTS,LIMPOPO,Leubaneng Primary School,290498.0
79274,SPORTS,LIMPOPO,Lemana High School,279998.0
81642,SPORTS,LIMPOPO,Ramatsedi Primary School,295000.0
97118,SPORTS,LIMPOPO,Pietersburg Noordelike Rugby Klub,68398.0
64994,SPORTS,LIMPOPO,Bantwane Primary School,100000.0
77268,SPORTS,LIMPOPO,Bessie Maake Secondary School,299998.0
77495,SPORTS,LIMPOPO,Mokgoma Primary School,285000.0
77509,SPORTS,LIMPOPO,Mmiditsi Secondary School,293700.0
78692,SPORTS,LIMPOPO,Thabakhibidu Primary School,300000.0
78742,SPORTS,LIMPOPO,Milente Secondary School,300000.0
75536,SPORTS,LIMPOPO,Jack Morare Primary School,292286.35
77343,SPORTS,LIMPOPO,Madibeng Primary School,49770.0
77449,SPORTS,LIMPOPO,Mampote Primary School,33725.0
79486,SPORTS,LIMPOPO,Mahlare Senior Secondary School,297696.0
77191,SPORTS,LIMPOPO,Ramotshinyadi High School,299999.9
78299,SPORTS,LIMPOPO,Mahlase Secondary School,275260.95
78342,SPORTS,LIMPOPO,Qhubani Mahlogotlou  Primary School,300031.05
75792,SPORTS,LIMPOPO,Mphigalale Primary School,300000.0
46324,SPORTS,LIMPOPO,Luambo Secondary School,510061.7
78738,SPORTS,LIMPOPO,Mogapene Primary School,290203.6
76125,SPORTS,LIMPOPO,Madzivi Primary School,299612.1
77393,SPORTS,LIMPOPO,Mpedi High School,300000.0
100873,SPORTS,LIMPOPO,Black Poison Football Club,53028.0
79177,SPORTS,LIMPOPO,Mapatjakeng Primary School,49950.0
100712,SPORTS,LIMPOPO,Mankweng Pioneers,77000.0
100811,SPORTS,LIMPOPO,Molepane Off The Street Youth Project,50000.0
100869,SPORTS,LIMPOPO,Young Stars Dance Club,45000.0
100775,SPORTS,LIMPOPO,Mahoai Young Stars United Football Club,100537.0
72943,ARTS,MPUMALANGA,One Step At A Time Community Development,180000.0
72937,ARTS,MPUMALANGA,Zimiseleni Projects,845064.8
90212,ARTS,MPUMALANGA,"Emakhazeni Arts, Culture And Heritage Forum",1200000.0
89884,ARTS,MPUMALANGA,Mphanama Secondary School,150890.0
74393,ARTS,MPUMALANGA,M.o. Mashego Lower Primary School,273702.64
88192,ARTS,MPUMALANGA,Bulang Mahlo Multi Purpose Project,219291.39
72863,ARTS,MPUMALANGA,Zigna Community Home Based Care Services,300000.0
57983,ARTS,MPUMALANGA,Henna Creche,103390.0
74001,ARTS,MPUMALANGA,Ndedema Primary School,200000.0
72755,ARTS,MPUMALANGA,The Forgotten Angle Theatre Collaborative,2555776.0
89966,ARTS,MPUMALANGA,Izithethe Development Project,733220.0
73109,ARTS,MPUMALANGA,Suid Afrikaanse Vrouefederasie Huis Ermelo,330000.0
73923,ARTS,MPUMALANGA,Sishoshomane Arts & Culture Organisation,1502249.0
73938,ARTS,MPUMALANGA,Southern African Youth Movement,1.5E7
90814,ARTS,MPUMALANGA,Mbombela Arts And Culture Forum,450800.0
74091,ARTS,MPUMALANGA,Witbank Fm,3161120.0
103066,ARTS,MPUMALANGA,Ingwenyama Combined School,97643.87
89819,ARTS,MPUMALANGA,Casterbridge Music Development Academy,1200000.0
90839,ARTS,MPUMALANGA,Siyabalanda Global Souls,495999.0
90010,ARTS,MPUMALANGA,Sireletsa Traditional Group,199440.0
90029,ARTS,MPUMALANGA,Basupa Ndlela Traditional Group,412309.7
89025,ARTS,MPUMALANGA,Emthonjeni Rural Development,2364000.0
89138,ARTS,MPUMALANGA,Vusasizwe Music Academy,760000.0
103615,ARTS,MPUMALANGA,Migingiriko Projects,5000000.0
97762,ARTS,MPUMALANGA,Lerato Daycare Pre-School,60063.0
103257,ARTS,MPUMALANGA,Ehlanzeni Artists Association,2400000.0
90301,ARTS,MPUMALANGA,"Emakhazeni Arts, Culture And Heritage Forum Npc",626400.0
72925,ARTS,MPUMALANGA,"Thuthukani Voluntary Counselling And Testing/Home Base Care
Organisation",173244.75
74775,ARTS,MPUMALANGA,Nhlengelo Home Based Care,313137.0
90834,ARTS,MPUMALANGA,Hananani Primary School,158290.66
89134,ARTS,MPUMALANGA,Daniye Higher Primary,300800.0
89672,ARTS,MPUMALANGA,Sehlulile Primary School,103178.0
90367,ARTS,MPUMALANGA,Tfolalwati,424000.0
90843,ARTS,MPUMALANGA,Ben Matloshe High School,158290.66
90892,ARTS,MPUMALANGA,Mathole Ezinyathi Cultural Group,302124.65
89171,ARTS,MPUMALANGA,Mpumalanga Land And  Agriculture Committee Npc,199886.0
89179,ARTS,MPUMALANGA,Wakhanya Craft Organisation,137443.75
90233,ARTS,MPUMALANGA,Calculus College,396000.0
90832,ARTS,MPUMALANGA,Mahlale Secondary School,324154.7
74227,ARTS,MPUMALANGA,Leseli Combined School,160000.0
70844,CHARITIES,MPUMALANGA,Tlharihani Child Nursing School,70751.0
71091,CHARITIES,MPUMALANGA,Ithembelihle Protective Workshop,113595.0
70650,CHARITIES,MPUMALANGA,Lethukuphila Home Based Care,176500.0
85193,CHARITIES,MPUMALANGA,Rose Day Care Centre,777000.0
86237,CHARITIES,MPUMALANGA,Phaphamani Home Based Care Project For Hiv + Aids Clients,950780.0
66539,CHARITIES,MPUMALANGA,Amass Centre For Disabled Protective Workshop,91560.0
81989,CHARITIES,MPUMALANGA,Siyathuthuka Nursery School Project,3095000.0
88127,CHARITIES,MPUMALANGA,Mbuwetelo Creche,477212.0
53939,CHARITIES,MPUMALANGA,Thol' Impilo Home Base Care Project,217585.0
58786,CHARITIES,MPUMALANGA,Tipfuxeni Pre-School,171900.0
85913,CHARITIES,MPUMALANGA,Nelspruit Hospice,1803600.0
88130,CHARITIES,MPUMALANGA,Zama Zama Educare Centre,166233.0
88870,CHARITIES,MPUMALANGA,Thembelihle Day Care Centre,188178.0
88903,CHARITIES,MPUMALANGA,Wisdom English Creche,236000.0
88890,CHARITIES,MPUMALANGA,Masibambisane Drop-In Centre,175399.0
88892,CHARITIES,MPUMALANGA,Share Nhlamulo Creche,236000.0
