Project Number,Sector,Province,Name,Amount
87306,CHARITIES,GAUTENG,Mash's Computer Training,100000.0
87820,CHARITIES,GAUTENG,Youth For Survival,1179200.0
87905,CHARITIES,GAUTENG,Soweto Hiv/Aids Counselors' Association,220000.0
89294,CHARITIES,GAUTENG,Mohau Early Learning Centre,147000.0
81502,CHARITIES,GAUTENG,Zola Park Day Care Centre,1022000.0
83406,CHARITIES,GAUTENG,Mahlasedi Pre-School,765000.0
87437,CHARITIES,GAUTENG,"The South African National Council On Alcoholism And Drug
Dependency - Pretoria Society",1900592.0
88987,CHARITIES,GAUTENG,Down Syndrome South Africa,818000.0
87409,CHARITIES,GAUTENG,Roodepoort Care Of The Aged,210000.0
87428,CHARITIES,GAUTENG,Catholic Institute Of Education,655000.0
88270,CHARITIES,GAUTENG,Sally's Day Care Centre,100000.0
97859,CHARITIES,GAUTENG,Stroke Aid Society,210700.0
98866,CHARITIES,GAUTENG,Alexandra Rubgy Football Club,75000.0
85976,CHARITIES,GAUTENG,Massegeof Joy Creche And Pre School,125307.0
86178,CHARITIES,GAUTENG,Little Learners Creche,170709.0
86375,CHARITIES,GAUTENG,Ahitirisaneni Community Service Centre,143000.0
89135,CHARITIES,GAUTENG,St.theresa Educare Centre,178500.0
103614,CHARITIES,GAUTENG,Denzhe Primary Care,5000000.0
87449,CHARITIES,GAUTENG,"Die Phyllis Robertson Behuising,Versorging En Rehabilitasie Van
Persone Met Gestremdheid, Gauteng",280000.0
95160,CHARITIES,GAUTENG,Tkso Old Age Home And Day Care Centre,78840.0
81484,CHARITIES,GAUTENG,Lesedi Educare Centre,1006000.0
103629,CHARITIES,GAUTENG,Southern African Youth Movement,5000000.0
89875,CHARITIES,GAUTENG,New Lovelife Trust,1295000.0
85926,CHARITIES,GAUTENG,Thusanang Pre-School And Educare Centre,340000.0
85947,CHARITIES,GAUTENG,The Priory For South Africa Of The Order Of St John,1372400.0
88788,CHARITIES,GAUTENG,The South African National Council For The Blind,985000.0
87253,CHARITIES,GAUTENG,Sizanani Home Trust,213300.0
89499,CHARITIES,GAUTENG,"The National Council For Persons With Physical Disabilities In South
Africa",975000.0
86967,CHARITIES,GAUTENG,Bonalesedi Edu Care Centre,304500.0
67371,CHARITIES,GAUTENG,Bana Ke Bokamoso,114958.0
85784,MISCELLANEOUS,GAUTENG,Bwosa-Black Womem Organisation Sa,100000.0
58483,MISCELLANEOUS,GAUTENG,South African Council Of Churches,1161830.0
103469,MISCELLANEOUS,GAUTENG,Moses Mabhida Foundation,1575000.0
103452,MISCELLANEOUS,GAUTENG,Xquisite Productions Npc,599700.0
92111,MISCELLANEOUS,GAUTENG,Focus On Maths And Languages Saturday School,250000.0
91239,MISCELLANEOUS,GAUTENG,Waterval Christian Centre,943035.0
103571,MISCELLANEOUS,GAUTENG,United Pro-Active Artists,1000000.0
103452,MISCELLANEOUS,GAUTENG,Xquisite Productions Npc,399800.0
92120,MISCELLANEOUS,GAUTENG,"Indlondlo Zulu Dancers,Cultural And Art Centre",497620.0
94561,MISCELLANEOUS,GAUTENG,Big Idea Group,675450.0
81206,SPORTS,GAUTENG,Boxing South Africa,2641833.33
81211,SPORTS,GAUTENG,Mavu,1885244.8
32314,SPORTS,GAUTENG,Volleyball  South Africa,6310000.0
80768,SPORTS,GAUTENG,S A S C O C,4301724.64
84486,SPORTS,GAUTENG,Lulamisa Community Development Organisation,1.6E7
75079,SPORTS,GAUTENG,South African College Principals Organisation,2.0896667E7
77446,SPORTS,GAUTENG,The Sports Trust,1.19108645E7
79704,SPORTS,GAUTENG,Alexandra Trampoline Club,200000.0
63369,SPORTS,GAUTENG,Karate South Africa,2000000.0
76651,SPORTS,GAUTENG,Phomolong Primary School,300000.0
47618,SPORTS,GAUTENG,Mahlwareng Primary School,232000.0
98894,SPORTS,GAUTENG,Gauteng Cricket Board Npc,2627923.5
46711,SPORTS,GAUTENG,South African Handball Federation,700000.0
76245,SPORTS,GAUTENG,Kyokushin Karate Club,200000.0
39900,SPORTS,GAUTENG,University Of Johannesburg,1500000.0
76636,SPORTS,GAUTENG,Sibonelo Primary School,300000.0
79621,SPORTS,GAUTENG,Bolton City Football Academy,181632.5
62554,SPORTS,GAUTENG,Matlapaneng Primary School,99800.0
62786,SPORTS,GAUTENG,Saulridge Secondary School,100002.73
75952,SPORTS,GAUTENG,Boksburg Wrestling Club,199931.54
76572,SPORTS,GAUTENG,Eagle Tumbling Club,199246.3
103390,SPORTS,GAUTENG,Athletics South Africa,3.67348E7
98532,SPORTS,GAUTENG,Sascoc,7.0E7
103287,SPORTS,GAUTENG,The Sports Trust,8000000.0
62722,SPORTS,GAUTENG,Hector Peterson Primary School,40000.0
76007,SPORTS,GAUTENG,Imfundo Middle School,302052.4
60439,SPORTS,GAUTENG,South African National Archery Association,1422517.0
62412,SPORTS,GAUTENG,South African Table Tennis Board,5500000.0
103496,SPORTS,GAUTENG,Sascoc,2.498E7
103288,SPORTS,GAUTENG,The Sports Trust,2.6E7
60684,SPORTS,GAUTENG,Bryanston High School,101678.82
61274,SPORTS,GAUTENG,Central Gauteng Gymnastics Association,918632.0
92562,SPORTS,GAUTENG,Oliphat Institute Of Leadership(Re-Submission),1.59999E7
76243,SPORTS,GAUTENG,Bokamoso Primary School,299000.0
76942,SPORTS,GAUTENG,Mabafeng Primary School,279139.75
61317,SPORTS,GAUTENG,National Blackball Federation,100000.0
75601,SPORTS,GAUTENG,Ekurhuleni Youth Club,69590.0
77181,SPORTS,GAUTENG,Dr Sam Motsuenyane Secondary School,299939.96
79591,SPORTS,GAUTENG,Tladi Pirates F.c,167882.42
63979,SPORTS,GAUTENG,Hoerskool Staatspresident Cr Swart,52121.77
79809,SPORTS,GAUTENG,Refentse Primary School,300000.0
62781,SPORTS,GAUTENG,Atlholang Primary School,100000.0
61217,SPORTS,GAUTENG,Mabu A Tlou Primary School,100000.0
75640,SPORTS,GAUTENG,Harlequin Rugby Club,194000.0
79697,SPORTS,GAUTENG,Black Spider Football-Club,139992.8
103686,SPORTS,GAUTENG,Ndengeza Development Agency Npc,3000000.0
75862,SPORTS,GAUTENG,Mbulelo Primary School,263000.0
46753,SPORTS,GAUTENG,Volley Ball Sa,3600000.0
76112,SPORTS,GAUTENG,Actonville Spurs Cricket Club,177941.48
75769,SPORTS,GAUTENG,Laerskool Uniefees,300949.28
96876,SPORTS,GAUTENG,Akasia Wrestling Club,150210.0
98430,SPORTS,GAUTENG,Ipeleng Primary School,260000.0
99015,SPORTS,GAUTENG,Dobsonville Sports Club,211284.0
62339,SPORTS,GAUTENG,Safa Johannesburg,100000.0
96855,SPORTS,GAUTENG,No Limits Trampoline Club,99860.0
96906,SPORTS,GAUTENG,Sebake Super Stars United Football Club,60136.8
98895,SPORTS,GAUTENG,Soweto Pool Association,100000.0
99368,SPORTS,GAUTENG,"Notherns ""Blues"" Hockey Association",50000.0
96854,SPORTS,GAUTENG,Central Gauteng Gymnastics Association,449038.0
96864,SPORTS,GAUTENG,Gauteng  East Tennis Association,100000.0
97214,SPORTS,GAUTENG,Eastern Gauteng Hockey Association,150000.0
97225,SPORTS,GAUTENG,Ekurhuleni Basketball Association,150000.0
61555,SPORTS,GAUTENG,Johannesburg Child Welfare Society,50000.0
77371,SPORTS,GAUTENG,Mabopane Fast Xi Football Club,147961.2
96791,SPORTS,GAUTENG,Gauteng East Seniors Tennis Association,146742.0
96862,SPORTS,GAUTENG,Modderfontein Squash Clubmodderfontein Squash Club,70000.0
98900,SPORTS,GAUTENG,Jakaranda Football Club,64486.0
98913,SPORTS,GAUTENG,Lesedi La Batho Community Centre,40000.0
98920,SPORTS,GAUTENG,New Edition Sport Club,50000.0
98922,SPORTS,GAUTENG,Phuthaditshaba Athletic Club,50000.0
98944,SPORTS,GAUTENG,Centurion Gymnastics Club,51445.0
99266,SPORTS,GAUTENG,South African Sport Anglers And Casting Confederation,55860.0
54964,ARTS,KWAZULU-NATAL,Manzamnyama Creche,292885.0
73506,ARTS,KWAZULU-NATAL,Cbr Education And Training For Empowerment,199537.0
72971,ARTS,KWAZULU-NATAL,Childline Kwazulu-Natal,199572.0
74024,ARTS,KWAZULU-NATAL,Natal Canoe Club,200000.0
73475,ARTS,KWAZULU-NATAL,Zizameleni Action Group,200000.0
75073,ARTS,KWAZULU-NATAL,Umphithi Theatre Project Management,266400.0
72849,ARTS,KWAZULU-NATAL,Embocraft Training Trust,270525.2
73652,ARTS,KWAZULU-NATAL,Mpilonhle Organisation,285307.1
73031,ARTS,KWAZULU-NATAL,Port Shepstone Twinning Association,380000.0
73985,ARTS,KWAZULU-NATAL,The Biowatch  Trust,469900.0
73978,ARTS,KWAZULU-NATAL,Tembaletu Trust,616440.0
34732,ARTS,KWAZULU-NATAL,Kwa Zulu Natal Society Of Arts,681287.6
73132,ARTS,KWAZULU-NATAL,Kwazulu -Natal Blind And Deaf Society,788000.83
72976,ARTS,KWAZULU-NATAL,Twist Theatre Development  Projects,793236.0
74242,ARTS,KWAZULU-NATAL,Afrika Productions Trading Trust,1160000.0
91629,ARTS,KWAZULU-NATAL,South African National Council Of Ymca,1199980.0
74159,ARTS,KWAZULU-NATAL,Esayidi Fet College,2820000.0
73665,ARTS,KWAZULU-NATAL,Kwamakhutha Community Resource Centre,5154446.0
86016,ARTS,KWAZULU-NATAL,Heritage Development,2005375.6
73378,ARTS,KWAZULU-NATAL,Sathi Gqi Community Development,300000.0
74556,ARTS,KWAZULU-NATAL,Ziphakamise,756400.0
74683,ARTS,KWAZULU-NATAL,Durban University Of Technology,570000.0
73482,ARTS,KWAZULU-NATAL,Emawoti Arts Development,569971.2
74540,ARTS,KWAZULU-NATAL,Kwadophi Primary School,200000.0
74118,ARTS,KWAZULU-NATAL,The Quadpara Association Of Kwazulu-Natal,450000.0
74373,ARTS,KWAZULU-NATAL,Nomaqhulu Primary School,160000.0
74527,ARTS,KWAZULU-NATAL,Boschkloof Intermediate School,200000.0
74551,ARTS,KWAZULU-NATAL,Dlenyane Combined School,200000.0
74638,ARTS,KWAZULU-NATAL,Mfenebude Primary School,200000.0
46023,ARTS,KWAZULU-NATAL,African Conservation Trust,200000.0
56397,ARTS,KWAZULU-NATAL,Inkanyezi Yokusa Radio T/A Radio Khwezi,350584.0
56526,ARTS,KWAZULU-NATAL,The Biowatch Trust,600000.0
74487,ARTS,KWAZULU-NATAL,Inkanyezi Community Development,1600000.0
28335,ARTS,KWAZULU-NATAL,Kzn Dance Link,177801.0
74608,ARTS,KWAZULU-NATAL,Amakhemfundo Primary School,200000.0
54876,ARTS,KWAZULU-NATAL,Child Welfare Durban And District,100000.0
56665,ARTS,KWAZULU-NATAL,Sibongile Creche,217039.08
56698,ARTS,KWAZULU-NATAL,Newlands Mashu Community Development Centre,717936.0
72928,ARTS,KWAZULU-NATAL,Ekuphileni Primary School,1000000.0
73397,ARTS,KWAZULU-NATAL,Esayidi Fet College,450000.0
74541,ARTS,KWAZULU-NATAL,Masotsheni Primary School,200000.0
74590,ARTS,KWAZULU-NATAL,Umtapo Centre,2278851.95
74351,ARTS,KWAZULU-NATAL,Nocomboshe Primary School,160000.0
46194,ARTS,KWAZULU-NATAL,University Of Kwazulu-Natal Foundation Trust,2543200.0
56565,ARTS,KWAZULU-NATAL,Gedlembana Creche,21612.08
74366,ARTS,KWAZULU-NATAL,The Phasi Museum Trust,475000.0
73894,ARTS,KWAZULU-NATAL,The Quadpara Association Of Kwazulu-Natal,570000.0
56353,ARTS,KWAZULU-NATAL,Sukuma Cato Crest,233339.0
72643,ARTS,KWAZULU-NATAL,Ithemba Trust,570000.0
73178,ARTS,KWAZULU-NATAL,The Wildlife & Environment Society Of South Africa,1150136.0
73797,ARTS,KWAZULU-NATAL,Business World Development Trust,1200000.0
56159,ARTS,KWAZULU-NATAL,Tembaletu Trust,600000.0
56695,ARTS,KWAZULU-NATAL,Ntambanana Municipality,383537.95
56562,ARTS,KWAZULU-NATAL,Manzamnyama Creche,75438.12
54971,ARTS,KWAZULU-NATAL,Mhlanganyelwa Creche,48281.29
73472,ARTS,KWAZULU-NATAL,The Quadpara Association Of South Africa,104660.0
73572,ARTS,KWAZULU-NATAL,Sa Association For Marine Biological Research (Saambr),745783.2
43593,ARTS,KWAZULU-NATAL,Friends For Life,1913852.0
74379,ARTS,KWAZULU-NATAL,Kwazulu-Natal Progressive Primary Health Care,760000.0
73876,ARTS,KWAZULU-NATAL,Kwazulu-Natal Philharmonic Orchestra,900000.0
74381,ARTS,KWAZULU-NATAL,Somashi Secondary School,200000.0
74384,ARTS,KWAZULU-NATAL,Amandawe Junior Primary School,200000.0
74512,ARTS,KWAZULU-NATAL,Phumela Primary School,200000.0
74521,ARTS,KWAZULU-NATAL,Mabaso Secondary School,200000.0
74557,ARTS,KWAZULU-NATAL,Cosh Senior Primary School,165000.0
74615,ARTS,KWAZULU-NATAL,Cassino Primary School,199400.0
74560,ARTS,KWAZULU-NATAL,Phakwe Primary School,200000.0
44927,ARTS,KWAZULU-NATAL,Senzokuhle Farming Project (Resubmisiom)),154946.0
73778,ARTS,KWAZULU-NATAL,Osizweni Theatre,898200.0
74513,ARTS,KWAZULU-NATAL,Ntanyana School,200000.0
74520,ARTS,KWAZULU-NATAL,Emhlanga Primary School,200000.0
74523,ARTS,KWAZULU-NATAL,Qediphika Primary School,200000.0
74561,ARTS,KWAZULU-NATAL,Endumeni Primary School,200000.0
74619,ARTS,KWAZULU-NATAL,Mhlazane Primary School,191000.0
72906,ARTS,KWAZULU-NATAL,Training And Resources In Early Education,880660.0
74580,ARTS,KWAZULU-NATAL,Ncepheni Primary School,200000.0
42467,ARTS,KWAZULU-NATAL,Wildlands Conservation Trust,760000.0
56506,ARTS,KWAZULU-NATAL,Project Gateway,1370840.1
73167,ARTS,KWAZULU-NATAL,Athlone Park Primary School,200000.0
73830,ARTS,KWAZULU-NATAL,University Of Kwazulu-Natal School Of Engineering,1200000.0
74224,ARTS,KWAZULU-NATAL,Healing Outreach People Development,282900.0
74278,ARTS,KWAZULU-NATAL,Family Literacy Project,200000.0
74382,ARTS,KWAZULU-NATAL,Swebane Combined Primary School,200000.0
74546,ARTS,KWAZULU-NATAL,Mabululwana Primary School,196498.0
74554,ARTS,KWAZULU-NATAL,Gwija School,200000.0
74620,ARTS,KWAZULU-NATAL,Nomafu High School,200000.0
72839,ARTS,KWAZULU-NATAL,First Ready Development 773,1908000.0
73865,ARTS,KWAZULU-NATAL,Growing Parks,950000.0
54723,ARTS,KWAZULU-NATAL,The Thanda Foundation,799529.6
74555,ARTS,KWAZULU-NATAL,Dundee Junior Secondary,100000.0
72961,ARTS,KWAZULU-NATAL,Umzimkulu Development Services,380000.0
103624,ARTS,KWAZULU-NATAL,Megeza Heritage Foundation,2000000.0
103630,ARTS,KWAZULU-NATAL,Bay Community Television,3000000.0
74562,ARTS,KWAZULU-NATAL,Nomahaye Primary School,193000.0
54996,ARTS,KWAZULU-NATAL,Phalane Primary School,97370.2
55693,ARTS,KWAZULU-NATAL,Dramaide,787022.0
56324,ARTS,KWAZULU-NATAL,Zethembe Community Development Organisation,636500.0
56487,ARTS,KWAZULU-NATAL,Omama Bempumelelo Crafters,392000.0
73651,ARTS,KWAZULU-NATAL,Bambithuba Women Development Projects,379726.14
74495,ARTS,KWAZULU-NATAL,The Bat Center Trust,380000.0
74979,ARTS,KWAZULU-NATAL,Wetsie Secondary School,200000.0
92187,ARTS,KWAZULU-NATAL,Mathonsi Simunye Community Project,417280.0
73102,ARTS,KWAZULU-NATAL,The Quadpara Association Of Kwazulu-Natal,300000.0
73840,ARTS,KWAZULU-NATAL,Msunduzi Music Creche,569142.0
69175,CHARITIES,KWAZULU-NATAL,Joy Creche,83322.0
71112,CHARITIES,KWAZULU-NATAL,Maskey Health Services,95500.0
68492,CHARITIES,KWAZULU-NATAL,Sidlubhedu Creche & Pre-School,112500.0
70361,CHARITIES,KWAZULU-NATAL,Ikhambi Drop In And Information Centre,151500.0
64104,CHARITIES,KWAZULU-NATAL,Intando Community Project,157354.0
71171,CHARITIES,KWAZULU-NATAL,Phakamani Age In Action,217400.0
68683,CHARITIES,KWAZULU-NATAL,Siyaphambili Ngxongwane Development,396500.0
69230,CHARITIES,KWAZULU-NATAL,Thuthuka Educare Centre,185281.0
52716,CHARITIES,KWAZULU-NATAL,Thembalethu Community Based Organisation,127050.0
71079,CHARITIES,KWAZULU-NATAL,Isenzwesihle Society For The Aged,216500.0
70343,CHARITIES,KWAZULU-NATAL,Association For The Physically Challenged,36750.0
71055,CHARITIES,KWAZULU-NATAL,The Centre For Community Justice And Development,164716.0
66972,CHARITIES,KWAZULU-NATAL,Ubuntu Community Chest,211442.0
53903,CHARITIES,KWAZULU-NATAL,The Media In Education Trust Africa,132987.0
57796,CHARITIES,KWAZULU-NATAL,Gedlembana Creche,91250.0
67445,CHARITIES,KWAZULU-NATAL,Zanele Creche And Pre-School,238152.0
69731,CHARITIES,KWAZULU-NATAL,Thelokuhle Educare Centre,326290.0
68168,CHARITIES,KWAZULU-NATAL,Vusithemba Drop In Centre,135011.0
69756,CHARITIES,KWAZULU-NATAL,Vukuzakhe Hiv / Aids Centre (Resubmitted),204750.0
56651,CHARITIES,KWAZULU-NATAL,Manzamnyama Creche,169650.0
66159,CHARITIES,KWAZULU-NATAL,Sibusisiwe Community Creche,300000.0
71849,CHARITIES,KWAZULU-NATAL,Beth - Hatlaim (The House Of The Lambs) Children's Home,198660.0
53074,CHARITIES,KWAZULU-NATAL,Lenny Naidu Development Association,335000.0
54210,CHARITIES,KWAZULU-NATAL,Ngcolosi Secondary School,150960.0
70285,CHARITIES,KWAZULU-NATAL,Community Care Project Trust,305240.0
56709,CHARITIES,KWAZULU-NATAL,Sibongile Creche,136500.0
65830,CHARITIES,KWAZULU-NATAL,Inkanyezi Creche And Pre-School,200000.0
69372,CHARITIES,KWAZULU-NATAL,Ongoye Community Creche And Pre-School,146950.0
86020,CHARITIES,KWAZULU-NATAL,The Quadpara Association Of Kwazulu-Natal,1306037.0
86036,CHARITIES,KWAZULU-NATAL,Pietermaritzburg Benevolent Society,632857.0
69295,CHARITIES,KWAZULU-NATAL,Life Line Pietermaritzburg,492745.0
86026,CHARITIES,KWAZULU-NATAL,Children Of Destiny At Home,510000.0
85999,CHARITIES,KWAZULU-NATAL,Natal Early Learning Resource Unit,1180185.0
86379,CHARITIES,KWAZULU-NATAL,Phoenix Child And Family Welfare Society,1253715.0
87169,CHARITIES,KWAZULU-NATAL,"Durban & Coast Central Branch Of The Association For The Physically
Challenged",1122192.0
58326,CHARITIES,KWAZULU-NATAL,Buyelakhaya Womens Club,63280.0
66930,CHARITIES,KWAZULU-NATAL,Bhekani Creche,27500.0
68501,CHARITIES,KWAZULU-NATAL,Khulakahle Educare Centre,134492.0
70727,CHARITIES,KWAZULU-NATAL,Zakheleni Soup Kitchen,141800.0
71503,CHARITIES,KWAZULU-NATAL,Enhlanhleni Educare Centre,336700.0
66364,CHARITIES,KWAZULU-NATAL,Hambanathi Creche And Pre-School,100000.0
67775,CHARITIES,KWAZULU-NATAL,Zuzimpilo Community Care Centre,223714.0
68485,CHARITIES,KWAZULU-NATAL,Ukhanye Community Care Centre,107950.0
68526,CHARITIES,KWAZULU-NATAL,Phuthasechaba Day Care & Pre-School,150628.0
69239,CHARITIES,KWAZULU-NATAL,Siyeza Creche And Pre School,64496.0
69412,CHARITIES,KWAZULU-NATAL,Little Flower Day Care And Resource Centre Association,135175.0
87163,CHARITIES,KWAZULU-NATAL,Umvoti Aids Centre,1650000.0
86883,CHARITIES,KWAZULU-NATAL,South Coast Hospice Association,892872.0
86830,CHARITIES,KWAZULU-NATAL,Kwamashu Community Resource Centre,265500.0
86507,CHARITIES,KWAZULU-NATAL,Inkanyezi Community Development,676000.0
86197,CHARITIES,KWAZULU-NATAL,Child And Family Welfare South Africa: Kokstad,1186746.0
86468,CHARITIES,KWAZULU-NATAL,Bambithuba Women Development Projects,841790.0
86532,CHARITIES,KWAZULU-NATAL,Kwazulu-Natal Deaf Association (Kznda),754410.0
86789,CHARITIES,KWAZULU-NATAL,Life Line Durban,941600.0
86223,CHARITIES,KWAZULU-NATAL,Feed The Babies Fund,701300.0
86673,CHARITIES,KWAZULU-NATAL,Muthande Society For The Aged,718000.0
86475,CHARITIES,KWAZULU-NATAL,St Vincent Children's Home,1200000.0
86170,CHARITIES,KWAZULU-NATAL,Phathakahle Community Development,449050.0
86685,CHARITIES,KWAZULU-NATAL,Mzamo Child Guidance & Training Initiave Of Kzn,991447.0
86890,CHARITIES,KWAZULU-NATAL,Howick Hospice Association,480000.0
82012,CHARITIES,KWAZULU-NATAL,Phindangene Creche,1266667.0
80882,CHARITIES,KWAZULU-NATAL,Siyamukela Educare Centre,1266667.0
82554,CHARITIES,KWAZULU-NATAL,Khulani Creche & Pre School,1266667.0
86503,CHARITIES,KWAZULU-NATAL,Isiduduzo Community Development,882198.0
86835,CHARITIES,KWAZULU-NATAL,Umhlathuze Creche,725022.0
88008,CHARITIES,KWAZULU-NATAL,Okhahlamba Christian Council,186798.0
88009,CHARITIES,KWAZULU-NATAL,Kwashukela Care Organisation,132000.0
88016,CHARITIES,KWAZULU-NATAL,Savf Huis Joanna,135000.0
82623,CHARITIES,KWAZULU-NATAL,Likajehova Care Centre,1266667.0
82862,CHARITIES,KWAZULU-NATAL,Power Of Prayer Pre-School,1266667.0
83218,CHARITIES,KWAZULU-NATAL,Khulanathi Day Care,1266667.0
86714,CHARITIES,KWAZULU-NATAL,Holy Cross Aids Hospice,555000.0
87115,CHARITIES,KWAZULU-NATAL,Ithembalethu Outreach Project,174800.0
87984,CHARITIES,KWAZULU-NATAL,Little Big Ecd Development Centre,161000.0
87997,CHARITIES,KWAZULU-NATAL,Whizz Kidz Special Needs Centre,332300.0
68912,CHARITIES,KWAZULU-NATAL,Natal Women Resource Centre Npc,238000.0
86024,CHARITIES,KWAZULU-NATAL,Durban Child And Youth Care Centre,950000.0
87981,CHARITIES,KWAZULU-NATAL,Family Health And Communication,238680.0
88017,CHARITIES,KWAZULU-NATAL,The Child And Family  Welfare Society Of Pietermaritzburg,986600.0
80937,CHARITIES,KWAZULU-NATAL,Thandokuhle Creche,1266667.0
81735,CHARITIES,KWAZULU-NATAL,Silethuthando Creche,1266667.0
82001,CHARITIES,KWAZULU-NATAL,Masakhane Creche,1266667.0
86529,CHARITIES,KWAZULU-NATAL,The Pietermaritzburg & District Cerebral Palsy,634473.0
87977,CHARITIES,KWAZULU-NATAL,The East Griqualand Society For The Prevention Of Cruelty To Animals,539000.0
86769,CHARITIES,KWAZULU-NATAL,Phaphamani Creche & Pre School,247000.0
80980,CHARITIES,KWAZULU-NATAL,Inkanyezi Yokusa Creche,1037000.0
81057,CHARITIES,KWAZULU-NATAL,Slindokuhle Creche,1037000.0
81113,CHARITIES,KWAZULU-NATAL,Mqeqeshwa Creche,792000.0
81120,CHARITIES,KWAZULU-NATAL,Phaphamani Creche  ( Resubmision),792000.0
81172,CHARITIES,KWAZULU-NATAL,Nhlabathi Creche (Resubmision),792000.0
81561,CHARITIES,KWAZULU-NATAL,Tholulwazi Creche - Pre School,1037000.0
81566,CHARITIES,KWAZULU-NATAL,Ndabezinhle Creche,792000.0
81569,CHARITIES,KWAZULU-NATAL,Shayamoya Day Care Centre,792000.0
82230,CHARITIES,KWAZULU-NATAL,Thokozani Creche,792000.0
82395,CHARITIES,KWAZULU-NATAL,Nkwalini Creche,1388334.0
82677,CHARITIES,KWAZULU-NATAL,Ophande Creche,792000.0
83057,CHARITIES,KWAZULU-NATAL,Sinamuva Creche & Pre-School Ecd Centre,792000.0
86095,CHARITIES,KWAZULU-NATAL,Pietermaritzburg And District Council For The Care Of Aged,1155636.0
86205,CHARITIES,KWAZULU-NATAL,The Metrick Bennet Child Guidance Centre,311595.0
86904,CHARITIES,KWAZULU-NATAL,Dindi Creche,112780.0
87009,CHARITIES,KWAZULU-NATAL,Ethembeni Hiv/Aids Ministry Of The Howick Community Church,425000.0
87022,CHARITIES,KWAZULU-NATAL,Durban And Coastel Mental Health,1831501.0
87140,CHARITIES,KWAZULU-NATAL,South African Against Drunk Driving,355000.0
87165,CHARITIES,KWAZULU-NATAL,Umtapo Centre,1389723.0
87286,CHARITIES,KWAZULU-NATAL,Sizanani Outreach Programme,383000.0
88001,CHARITIES,KWAZULU-NATAL,Isibani Sethemba,250000.0
88002,CHARITIES,KWAZULU-NATAL,Sunfi eld Home,560000.0
86341,CHARITIES,KWAZULU-NATAL,Savf Bhekuzulu Sentrum,450000.0
86466,CHARITIES,KWAZULU-NATAL,Mpilonhle Organisation,1284900.0
86960,CHARITIES,KWAZULU-NATAL,Sports Against Crime And Hiv/Aids,287000.0
